feature,mean_shap,raw_feature
boosted,0.0,text__boost
felt,0.0,text__felt
felons voted,0.0,text__felon vote
fellow democrats,0.0,text__fellow democrat
feingold voted,0.0,text__feingold vote
boots,0.0,text__boot
border mexico,0.0,text__border mexico
feed,0.0,text__feed
federal workers,0.0,text__feder worker
border security,0.0,text__border secur
boomers,0.0,text__boomer
even mention,0.0,text__even mention
give illegal,0.0,text__give illeg
give money,0.0,text__give money
human right,0.0,text__human right
huge tax,0.0,text__huge tax
huckabee support,0.0,text__huckabe support
howard,0.0,text__howard
hovde,0.0,text__hovd
household income,0.0,text__household incom
baucus health,0.0,text__baucu health
house senate,0.0,text__hous senat
house rules,0.0,text__hous rule
house passed,0.0,text__hous pass
house health,0.0,text__hous health
house crisis,0.0,text__hous crisi
house bill,0.0,text__hous bill
hours per,0.0,text__hour per
hours early,0.0,text__hour earli
hostages,0.0,text__hostag
horse race,0.0,text__hors race
horse,0.0,text__hors
horribly,0.0,text__horribl
horrendous,0.0,text__horrend
bear arms,0.0,text__bear arm
battle flag,0.0,text__battl flag
beat,0.0,text__beat
battle,0.0,text__battl
hunters,0.0,text__hunter
image,0.0,text__imag
im candidate,0.0,text__im candid
illinois state,0.0,text__illinoi state
illegal workers,0.0,text__illeg worker
illegal crossing,0.0,text__illeg cross
barrett voted,0.0,text__barrett vote
ignore,0.0,text__ignor
ideology,0.0,text__ideolog
identification law,0.0,text__identif law
barriers,0.0,text__barrier
id law,0.0,text__id law
barrow,0.0,text__barrow
hypocrite,0.0,text__hypocrit
hutchison voted,0.0,text__hutchison vote
hutchison,0.0,text__hutchison
hussein obama,0.0,text__hussein obama
barton,0.0,text__barton
baseball,0.0,text__basebal
hurricane katrina,0.0,text__hurrican katrina
hurd,0.0,text__hurd
hunting fish,0.0,text__hunt fish
hundreds people,0.0,text__hundr peopl
hook,0.0,text__hook
hood,0.0,text__hood
honor,0.0,text__honor
highest number,0.0,text__highest number
highest murder,0.0,text__highest murder
highest increase,0.0,text__highest increas
highest incarceration,0.0,text__highest incarcer
highest crime,0.0,text__highest crime
highest corporate,0.0,text__highest corpor
highest bidder,0.0,text__highest bidder
higher national,0.0,text__higher nation
beef,0.0,text__beef
high tax,0.0,text__high tax
began president,0.0,text__began presid
begging,0.0,text__beg
hidden,0.0,text__hidden
hey,0.0,text__hey
hes office,0.0,text__he offic
hes done,0.0,text__he done
hero,0.0,text__hero
heres,0.0,text__here
henry,0.0,text__henri
help stop,0.0,text__help stop
help run,0.0,text__help run
highest paid,0.0,text__highest paid
highest per,0.0,text__highest per
highest possible,0.0,text__highest possibl
highest property,0.0,text__highest properti
beat hillary,0.0,text__beat hillari
homeowners pay,0.0,text__homeown pay
homeless veterans,0.0,text__homeless veteran
became president,0.0,text__becam presid
home sales,0.0,text__home sale
home computer,0.0,text__home comput
hollywood,0.0,text__hollywood
holly,0.0,text__holli
become citizens,0.0,text__becom citizen
become law,0.0,text__becom law
barrel project,0.0,text__barrel project
history united,0.0,text__histori unit
history republican,0.0,text__histori republican
hispanic students,0.0,text__hispan student
hispanic population,0.0,text__hispan popul
hispanic election,0.0,text__hispan elect
hire illegal,0.0,text__hire illeg
hire convicted,0.0,text__hire convict
hillsborough,0.0,text__hillsborough
hijacked,0.0,text__hijack
highest unemployment,0.0,text__highest unemploy
highest tax,0.0,text__highest tax
history state,0.0,text__histori state
immigration cost,0.0,text__immigr cost
immigration country,0.0,text__immigr countri
immigration issue,0.0,text__immigr issu
institutions health,0.0,text__institut health
installed,0.0,text__instal
inspired,0.0,text__inspir
inspections,0.0,text__inspect
insisting,0.0,text__insist
inside trade,0.0,text__insid trade
inside,0.0,text__insid
inserts,0.0,text__insert
insecure,0.0,text__insecur
input,0.0,text__input
innovation,0.0,text__innov
inner city,0.0,text__inner citi
inner,0.0,text__inner
injured,0.0,text__injur
bank account,0.0,text__bank account
infrastructure project,0.0,text__infrastructur project
infrastructure,0.0,text__infrastructur
bank america,0.0,text__bank america
inflation adjusted,0.0,text__inflat adjust
infected,0.0,text__infect
bankrupt,0.0,text__bankrupt
instruction,0.0,text__instruct
ban handguns,0.0,text__ban handgun
insurance cost,0.0,text__insur cost
insurance coverage,0.0,text__insur coverag
iowa,0.0,text__iowa
investors,0.0,text__investor
investment million,0.0,text__invest million
investment jobs,0.0,text__invest job
investment education,0.0,text__invest educ
ballooned,0.0,text__balloon
interview president,0.0,text__interview presid
intervention,0.0,text__intervent
baltimore,0.0,text__baltimor
international revenue,0.0,text__intern revenu
ineligible,0.0,text__inelig
interior,0.0,text__interior
interest rate,0.0,text__interest rate
interest payments,0.0,text__interest payment
interest national,0.0,text__interest nation
intended,0.0,text__intend
intelligence agency,0.0,text__intellig agenc
insurance program,0.0,text__insur program
insurance policy,0.0,text__insur polici
insurance obamacare,0.0,text__insur obamacar
insurance new,0.0,text__insur new
insurance industry,0.0,text__insur industri
interest spending,0.0,text__interest spend
help pay,0.0,text__help pay
ineffective,0.0,text__ineffect
individual market,0.0,text__individu market
including million,0.0,text__includ million
including abortion,0.0,text__includ abort
inches away,0.0,text__inch away
inches,0.0,text__inch
incentives program,0.0,text__incent program
incentives,0.0,text__incent
incarceration rate,0.0,text__incarcer rate
inaction,0.0,text__inact
improve school,0.0,text__improv school
imprisonment,0.0,text__imprison
bargaining change,0.0,text__bargain chang
important bank,0.0,text__import bank
implications,0.0,text__implic
impeachment president,0.0,text__impeach presid
immunity,0.0,text__immun
immigration status,0.0,text__immigr statu
immigration policy,0.0,text__immigr polici
immigration people,0.0,text__immigr peopl
immigration pay,0.0,text__immigr pay
immigration mexico,0.0,text__immigr mexico
immigration legislation,0.0,text__immigr legisl
income america,0.0,text__incom america
income country,0.0,text__incom countri
income families,0.0,text__incom famili
barbara boxer,0.0,text__barbara boxer
individual health,0.0,text__individu health
indiana gov,0.0,text__indiana gov
india,0.0,text__india
index,0.0,text__index
indefinitely,0.0,text__indefinit
indeed,0.0,text__inde
incredibly,0.0,text__incred
increase tuition,0.0,text__increas tuition
increase syrian,0.0,text__increas syrian
increase risk,0.0,text__increas risk
industry country,0.0,text__industri countri
barack hussein,0.0,text__barack hussein
increase number,0.0,text__increas number
increase minimum,0.0,text__increas minimum
increase million,0.0,text__increas million
increase funding,0.0,text__increas fund
increase federal,0.0,text__increas feder
increase employers,0.0,text__increas employ
increase debt,0.0,text__increas debt
increase cost,0.0,text__increas cost
increase budget,0.0,text__increas budget
increase americans,0.0,text__increas american
increase per,0.0,text__increas per
give million,0.0,text__give million
help passed,0.0,text__help pass
help get,0.0,text__help get
bill ban,0.0,text__bill ban
government sponsored,0.0,text__govern sponsor
government shutdown,0.0,text__govern shutdown
government send,0.0,text__govern send
government right,0.0,text__govern right
government owned,0.0,text__govern own
bill congress,0.0,text__bill congress
government officials,0.0,text__govern offici
government make,0.0,text__govern make
bill created,0.0,text__bill creat
government issue,0.0,text__govern issu
government health,0.0,text__govern health
government funding,0.0,text__govern fund
government employees,0.0,text__govern employe
government debt,0.0,text__govern debt
government control,0.0,text__govern control
government charge,0.0,text__govern charg
government borrowing,0.0,text__govern borrow
government benefits,0.0,text__govern benefit
government assistance,0.0,text__govern assist
gov walker,0.0,text__gov walker
government workers,0.0,text__govern worker
gov terry,0.0,text__gov terri
bill ayers,0.0,text__bill ayer
governor country,0.0,text__governor countri
grayson,0.0,text__grayson
granite staters,0.0,text__granit stater
granite,0.0,text__granit
grandchildren,0.0,text__grandchildren
grand valley,0.0,text__grand valley
graham,0.0,text__graham
graduation high,0.0,text__graduat high
graders,0.0,text__grader
grade level,0.0,text__grade level
grab,0.0,text__grab
govt,0.0,text__govt
governor took,0.0,text__governor took
governor texas,0.0,text__governor texa
bill allow,0.0,text__bill allow
governor proposed,0.0,text__governor propos
governor office,0.0,text__governor offic
governor nathan,0.0,text__governor nathan
governor mitt,0.0,text__governor mitt
governor massachusetts,0.0,text__governor massachusett
governor mansion,0.0,text__governor mansion
governor election,0.0,text__governor elect
governor christie,0.0,text__governor christi
bill cut,0.0,text__bill cut
gov perry,0.0,text__gov perri
gov john,0.0,text__gov john
going lose,0.0,text__go lose
going look,0.0,text__go look
going increase,0.0,text__go increas
going going,0.0,text__go go
going forward,0.0,text__go forward
going cut,0.0,text__go cut
going come,0.0,text__go come
going college,0.0,text__go colleg
america get,0.0,text__america get
going bankrupt,0.0,text__go bankrupt
bill signed,0.0,text__bill sign
bill take,0.0,text__bill take
goes far,0.0,text__goe far
goes effect,0.0,text__goe effect
bill young,0.0,text__bill young
globe,0.0,text__globe
glass,0.0,text__glass
glad,0.0,text__glad
billion additional,0.0,text__billion addit
give social,0.0,text__give social
give new,0.0,text__give new
going percent,0.0,text__go percent
going prison,0.0,text__go prison
going raise,0.0,text__go rais
going run,0.0,text__go run
gov jim,0.0,text__gov jim
gov bob,0.0,text__gov bob
bill delayed,0.0,text__bill delay
got voted,0.0,text__got vote
got people,0.0,text__got peopl
got paid,0.0,text__got paid
got million,0.0,text__got million
gore,0.0,text__gore
gop senate,0.0,text__gop senat
gop presidential,0.0,text__gop presidenti
great britain,0.0,text__great britain
bill didnt,0.0,text__bill didnt
gonna,0.0,text__gonna
bill give,0.0,text__bill give
gone far,0.0,text__gone far
goldman sachs,0.0,text__goldman sach
goldman,0.0,text__goldman
bill going,0.0,text__bill go
bill make,0.0,text__bill make
going work,0.0,text__go work
going war,0.0,text__go war
bill million,0.0,text__bill million
bill end,0.0,text__bill end
great lake,0.0,text__great lake
great recession,0.0,text__great recess
bike,0.0,text__bike
hard work,0.0,text__hard work
hard get,0.0,text__hard get
benghazi attacks,0.0,text__benghazi attack
benjamin,0.0,text__benjamin
happen year,0.0,text__happen year
happen people,0.0,text__happen peopl
benjamin netanyahu,0.0,text__benjamin netanyahu
handguns,0.0,text__handgun
handel,0.0,text__handel
bennet,0.0,text__bennet
bernardino,0.0,text__bernardino
half time,0.0,text__half time
half percent,0.0,text__half percent
half kids,0.0,text__half kid
half end,0.0,text__half end
half come,0.0,text__half come
half americans,0.0,text__half american
haiti,0.0,text__haiti
hagel,0.0,text__hagel
habits,0.0,text__habit
gym,0.0,text__gym
hardest,0.0,text__hardest
hardly,0.0,text__hardli
benefits year,0.0,text__benefit year
harry truman,0.0,text__harri truman
help democrats,0.0,text__help democrat
help bring,0.0,text__help bring
help balanced,0.0,text__help balanc
hell,0.0,text__hell
behind poll,0.0,text__behind poll
heavily,0.0,text__heavili
heart,0.0,text__heart
heard,0.0,text__heard
belonged,0.0,text__belong
healthier,0.0,text__healthier
gwinnett county,0.0,text__gwinnett counti
healthcare gov,0.0,text__healthcar gov
health program,0.0,text__health program
bench,0.0,text__bench
health benefits,0.0,text__health benefit
benefits every,0.0,text__benefit everi
hca,0.0,text__hca
benefits illegal,0.0,text__benefit illeg
havent raise,0.0,text__havent rais
hate crime,0.0,text__hate crime
benefits seniors,0.0,text__benefit senior
harvey,0.0,text__harvey
health reform,0.0,text__health reform
beheaded,0.0,text__behead
gwinnett,0.0,text__gwinnett
gutted medicare,0.0,text__gut medicar
growth since,0.0,text__growth sinc
growth rate,0.0,text__growth rate
biennium,0.0,text__biennium
big city,0.0,text__big citi
growing faster,0.0,text__grow faster
big oil,0.0,text__big oil
ground zero,0.0,text__ground zero
ground law,0.0,text__ground law
gross domestic,0.0,text__gross domest
gross,0.0,text__gross
grew percent,0.0,text__grew percent
grew,0.0,text__grew
greenlight pinellas,0.0,text__greenlight pinella
greenlight,0.0,text__greenlight
greenhouse gases,0.0,text__greenhous gase
greenhouse gas,0.0,text__greenhous ga
greenhouse,0.0,text__greenhous
green card,0.0,text__green card
biggest city,0.0,text__biggest citi
greece,0.0,text__greec
greatest,0.0,text__greatest
growth virginia,0.0,text__growth virginia
growth year,0.0,text__growth year
bidder,0.0,text__bidder
guantanamo bay,0.0,text__guantanamo bay
gutted,0.0,text__gut
best jobs,0.0,text__best job
gun sales,0.0,text__gun sale
gun registry,0.0,text__gun registri
gun people,0.0,text__gun peopl
gun ownership,0.0,text__gun ownership
best state,0.0,text__best state
gun manufacturing,0.0,text__gun manufactur
beverage,0.0,text__beverag
gun dealers,0.0,text__gun dealer
guy,0.0,text__guy
gun bill,0.0,text__gun bill
gulf coast,0.0,text__gulf coast
guinta,0.0,text__guinta
guilty,0.0,text__guilti
guevara,0.0,text__guevara
guest workers,0.0,text__guest worker
guest,0.0,text__guest
guess,0.0,text__guess
bible,0.0,text__bibl
bicycle,0.0,text__bicycl
guantanamo detainees,0.0,text__guantanamo detaine
gulf mexico,0.0,text__gulf mexico
even going,0.0,text__even go
even get,0.0,text__even get
even come,0.0,text__even come
cost workers,0.0,text__cost worker
cost us,0.0,text__cost us
candidate state,0.0,text__candid state
